2.49419e-113	1.06472e-114	4.49436e-116	1.87661e-117	7.75349e-119	3.17081e-120	1.28387e-121	5.14846e-123	2.04528e-124	8.05121e-126	3.14131e-127	1.21508e-128	4.66061e-130	1.77305e-131	6.69158e-133	2.50585e-134	9.31292e-136	3.43559e-137	1.25828e-138	4.5761e-140	1.65281e-141	5.92968e-143	2.11343e-144	7.48445e-146	2.63395e-147	9.21284e-149	3.20314e-150	1.10716e-151	3.805e-153	1.30035e-154	8.948e-93	3.14453e-86	7.31924e-83	3.5087e-80	8.36341e-78	1.2324e-75	1.23525e-73	8.84654e-72	4.63868e-70	1.7919e-68	5.04069e-67	9.99001e-66	1.31344e-64	1.06029e-63	5.65602e-63	3.27384e-62	5.85885e-62	8.25615e-62	2.42318e-61	1.19888e-60	1.11993e-60	5.95786e-61	2.54314e-61	1.19458e-61	5.60472e-62	2.24343e-62	7.41903e-63	2.05983e-63	4.9064e-64	1.02122e-64	1.88514e-65	3.12429e-66	4.69743e-67	6.46509e-68	8.20924e-69	9.68372e-70	1.06766e-70	1.10614e-71	1.08205e-72	1.00365e-73	8.86058e-75	7.47055e-76	6.03357e-77	4.68077e-78	3.49667e-79	2.52094e-80	1.75763e-81	1.18728e-82	7.78365e-84	4.96015e-85	3.07688e-86	1.8604e-87	1.09778e-88	6.32884e-90	3.56858e-91	1.96993e-92	1.06558e-93	5.65294e-95	2.94346e-96	1.50543e-97	7.56815e-99	3.74221e-100	1.82114e-101	8.72754e-103	4.12108e-104	1.91834e-105	8.80748e-107	3.99016e-108	1.78456e-109	7.88244e-111	
1.06472e-114	4.59048e-116	1.95688e-117	8.25096e-119	3.44207e-120	1.42116e-121	5.80911e-123	2.35147e-124	9.42869e-126	3.74593e-127	1.47493e-128	5.75697e-130	2.22805e-131	8.55185e-133	3.25606e-134	1.23001e-135	4.61102e-137	1.71568e-138	6.33736e-140	2.32427e-141	8.46537e-143	3.06236e-144	1.10049e-145	3.92914e-147	1.39399e-148	4.91507e-150	1.72254e-151	6.00113e-153	2.07864e-154	7.1591e-156	2.06492e-94	7.33672e-88	1.716e-84	8.23421e-82	1.96404e-79	2.89611e-77	2.90505e-75	2.08237e-73	1.09299e-71	4.22685e-70	1.19042e-68	2.36219e-67	3.11018e-66	2.51597e-65	1.34622e-64	7.79663e-64	1.40625e-63	1.98876e-63	5.80573e-63	2.86734e-62	2.72496e-62	1.4733e-62	6.3469e-63	2.96653e-63	1.39048e-63	5.60351e-64	1.8724e-64	5.25976e-65	1.26835e-65	2.67368e-66	5.00027e-67	8.39833e-68	1.27996e-68	1.78599e-69	2.29946e-70	2.75046e-71	3.07496e-72	3.23034e-73	3.20398e-74	3.01296e-75	2.69647e-76	2.30441e-77	1.88626e-78	1.48288e-79	1.12241e-80	8.19789e-82	5.7896e-83	3.96093e-84	2.62959e-85	1.69667e-86	1.0655e-87	6.5212e-89	3.89452e-90	2.27209e-91	1.29628e-92	7.23938e-94	3.96122e-95	2.12546e-96	1.11923e-97	5.78833e-99	2.94211e-100	1.4707e-101	7.23467e-103	3.50425e-104	1.67223e-105	7.86582e-107	3.64886e-108	1.67008e-109	7.54533e-111	3.36636e-112	
4.49436e-116	1.95688e-117	8.42373e-119	3.58621e-120	1.51044e-121	6.29567e-123	2.59766e-124	1.06133e-125	4.29498e-127	1.722e-128	6.84185e-130	2.69456e-131	1.05215e-132	4.07414e-134	1.5648e-135	5.96258e-137	2.25449e-138	8.46023e-140	3.15149e-141	1.16554e-142	4.28043e-144	1.56124e-145	5.65641e-147	2.03595e-148	7.2814e-150	2.58787e-151	9.14139e-153	3.20981e-154	1.12047e-155	3.88895e-157	4.75322e-96	1.70679e-89	4.01075e-86	1.92635e-83	4.59777e-81	6.78415e-79	6.81013e-77	4.88577e-75	2.56694e-73	9.93753e-72	2.8019e-70	5.56658e-69	7.3395e-68	5.94935e-67	3.1928e-66	1.85009e-65	3.36285e-65	4.77299e-65	1.3859e-64	6.83217e-64	6.60311e-64	3.62751e-64	1.57746e-64	7.34176e-65	3.43748e-65	1.39415e-65	4.70575e-66	1.33717e-66	3.26376e-67	6.96655e-68	1.3197e-68	2.2458e-69	3.46873e-70	4.90594e-71	6.40302e-72	7.76436e-73	8.80008e-74	9.37195e-75	9.42284e-76	8.98179e-77	8.14706e-78	7.05592e-79	5.85239e-80	4.66147e-81	3.5743e-82	2.64431e-83	1.89133e-84	1.31029e-85	8.80739e-87	5.75293e-88	3.65693e-89	2.26519e-90	1.36895e-91	8.08089e-93	4.66419e-94	2.63492e-95	1.45824e-96	7.91286e-98	4.21336e-99	2.20312e-100	1.13207e-101	5.72023e-103	2.84404e-104	1.39217e-105	6.71313e-107	3.19052e-108	1.49526e-109	6.91345e-111	3.15493e-112	1.42162e-113	
1.87661e-117	8.25096e-119	3.58621e-120	1.54142e-121	6.55391e-123	2.75749e-124	1.1484e-125	4.73543e-127	1.93391e-128	7.82412e-130	3.13667e-131	1.24636e-132	4.90971e-134	1.91781e-135	7.42998e-137	2.85555e-138	1.08892e-139	4.12092e-141	1.54797e-142	5.77264e-144	2.13751e-145	7.86018e-147	2.8709e-148	1.04167e-149	3.75524e-151	1.34523e-152	4.78927e-154	1.69478e-155	5.96193e-157	2.08517e-158	1.09148e-97	3.9595e-91	9.34629e-88	4.49304e-85	1.07306e-82	1.58433e-80	1.59154e-78	1.14276e-76	6.00962e-75	2.32893e-73	6.5736e-72	1.30751e-70	1.72629e-69	1.4021e-68	7.54636e-68	4.37505e-67	8.01345e-67	1.14148e-66	3.29667e-66	1.62211e-65	1.59378e-65	8.89444e-66	3.90504e-66	1.811e-66	8.46926e-67	3.45571e-67	1.17791e-67	3.38508e-68	8.36136e-69	1.80686e-69	3.46632e-70	5.97543e-71	9.35124e-72	1.34027e-72	1.77286e-73	2.17892e-74	2.50307e-75	2.70184e-76	2.75316e-77	2.65951e-78	2.4445e-79	2.1451e-80	1.80254e-81	1.45438e-82	1.12953e-83	8.46275e-85	6.12921e-86	4.29916e-87	2.92541e-88	1.93417e-89	1.24431e-90	7.79953e-92	4.76921e-93	2.84811e-94	1.66288e-95	9.50128e-97	5.31768e-98	2.91778e-99	1.57081e-100	8.30345e-102	4.31287e-103	2.2026e-104	1.10672e-105	5.47427e-107	2.66714e-108	1.28063e-109	6.06283e-111	2.83144e-112	1.30501e-113	5.9385e-115	
7.75349e-119	3.44207e-120	1.51044e-121	6.55391e-123	2.81291e-124	1.19456e-125	5.02094e-127	2.08938e-128	8.61036e-130	3.51491e-131	1.4217e-132	5.69909e-134	2.2647e-135	8.92318e-137	3.4868e-138	1.35152e-139	5.19751e-141	1.98347e-142	7.51269e-144	2.82476e-145	1.05453e-146	3.9093e-148	1.43937e-149	5.26435e-151	1.91285e-152	6.90629e-154	2.47797e-155	8.83674e-157	3.1325e-158	1.10394e-159	2.50048e-99	9.16062e-93	2.17174e-89	1.04493e-86	2.49707e-84	3.68909e-82	3.70845e-80	2.66489e-78	1.4027e-76	5.44132e-75	1.53748e-73	3.06153e-72	4.04748e-71	3.29377e-70	1.77777e-69	1.03118e-68	1.90308e-68	2.72066e-68	7.81548e-68	3.83805e-67	3.83239e-67	2.17217e-67	9.62989e-68	4.45296e-68	2.07989e-68	8.5351e-69	2.93709e-69	8.53453e-70	2.13297e-70	4.66552e-71	9.0625e-72	1.58221e-72	2.50827e-73	3.64232e-74	4.88186e-75	6.07998e-76	7.07773e-77	7.74162e-78	7.99349e-79	7.82367e-80	7.28561e-81	6.47663e-82	5.51268e-83	4.5049e-84	3.54307e-85	2.68792e-86	1.97095e-87	1.39948e-88	9.63885e-90	6.44959e-91	4.19867e-92	2.66282e-93	1.64723e-94	9.95053e-96	5.87593e-97	3.39527e-98	1.92149e-99	1.06596e-100	5.80143e-102	3.09988e-103	1.62734e-104	8.39895e-106	4.2644e-107	2.13124e-108	1.04904e-109	5.08824e-111	2.43317e-112	1.14767e-113	5.34183e-115	2.45461e-116	
3.17081e-120	1.42116e-121	6.29567e-123	2.75749e-124	1.19456e-125	5.11987e-127	2.17171e-128	9.11928e-130	3.79192e-131	1.56175e-132	6.37278e-134	2.57703e-135	1.03296e-136	4.10506e-138	1.61779e-139	6.32387e-141	2.45238e-142	9.43673e-144	3.60383e-145	1.36614e-146	5.14148e-148	1.92139e-149	7.13096e-151	2.62877e-152	9.62708e-154	3.50297e-155	1.2666e-156	4.55158e-158	1.62578e-159	5.7729e-161	5.71538e-101	2.11386e-94	5.03244e-91	2.42336e-88	5.79452e-86	8.56568e-84	8.6164e-82	6.19653e-80	3.26449e-78	1.26757e-76	3.58526e-75	7.14702e-74	9.46089e-73	7.71374e-72	4.17485e-71	2.42273e-70	4.5048e-70	6.46351e-70	1.84684e-69	9.05122e-69	9.182e-69	5.28444e-69	2.36595e-69	1.09154e-69	5.09195e-70	2.10082e-70	7.29641e-71	2.14331e-71	5.41885e-72	1.19954e-72	2.35876e-73	4.16998e-74	6.6952e-75	9.84817e-76	1.3372e-76	1.68724e-77	1.98993e-78	2.20516e-79	2.30671e-80	2.28711e-81	2.15738e-82	1.94248e-83	1.67445e-84	1.38563e-85	1.10343e-86	8.47485e-88	6.29058e-89	4.52091e-90	3.1512e-91	2.13363e-92	1.40534e-93	9.01654e-95	5.64195e-96	3.44703e-97	2.05848e-98	1.20272e-99	6.88177e-101	3.85945e-102	2.12319e-103	1.14663e-104	6.08322e-106	3.17256e-107	1.62753e-108	8.21756e-110	4.08601e-111	2.00182e-112	9.66812e-114	4.60525e-115	2.16449e-116	1.00423e-117	
1.28387e-121	5.80911e-123	2.59766e-124	1.1484e-125	5.02094e-127	2.17171e-128	9.29548e-130	3.93845e-131	1.65227e-132	6.86531e-134	2.82598e-135	1.15271e-136	4.66026e-138	1.86785e-139	7.42351e-141	2.9262e-142	1.14423e-143	4.43936e-145	1.70926e-146	6.53212e-148	2.47819e-149	9.33518e-151	3.49211e-152	1.29747e-153	4.78871e-155	1.75595e-156	6.39798e-158	2.31669e-159	8.33766e-161	2.98282e-162	1.30351e-102	4.86559e-96	1.16304e-92	5.60507e-90	1.34099e-87	1.98344e-85	1.99648e-83	1.43685e-81	7.57614e-80	2.94448e-78	8.33654e-77	1.66361e-75	2.20499e-74	1.80114e-73	9.77433e-73	5.67478e-72	1.063e-71	1.53075e-71	4.35064e-71	2.12779e-70	2.19227e-70	1.28085e-70	5.79203e-71	2.66764e-71	1.24288e-71	5.15392e-72	1.80614e-72	5.36227e-73	1.37123e-73	3.07137e-74	6.11288e-75	1.09407e-75	1.77873e-76	2.64974e-77	3.64412e-78	4.65741e-79	5.56403e-80	6.24556e-81	6.6174e-82	6.6454e-83	6.34846e-84	5.7885e-85	5.05252e-86	4.23315e-87	3.41267e-88	2.65316e-89	1.99321e-90	1.44966e-91	1.02246e-92	7.00427e-94	4.6671e-95	3.02884e-96	1.91683e-97	1.18432e-98	7.15134e-100	4.22448e-101	2.44357e-102	1.38522e-103	7.70205e-105	4.20353e-106	2.25348e-107	1.18745e-108	6.15418e-110	3.13892e-111	1.57648e-112	7.80055e-114	3.8046e-115	1.82999e-116	8.68434e-118	4.06784e-119	
5.14846e-123	2.35147e-124	1.06133e-125	4.73543e-127	2.08938e-128	9.11928e-130	3.93845e-131	1.68359e-132	7.12558e-134	2.98669e-135	1.24011e-136	5.10194e-138	2.08028e-139	8.4085e-141	3.36992e-142	1.33942e-143	5.28082e-145	2.06564e-146	8.01785e-148	3.08882e-149	1.18123e-150	4.48491e-152	1.69093e-153	6.33161e-155	2.35499e-156	8.70183e-158	3.19479e-159	1.16559e-160	4.22642e-162	1.5233e-163	2.96661e-104	1.11722e-97	2.68098e-94	1.29306e-91	3.09528e-89	4.5807e-87	4.61372e-85	3.32288e-83	1.7535e-81	6.82116e-80	1.93309e-78	3.86159e-77	5.12454e-76	4.19359e-75	2.28173e-74	1.32531e-73	2.5008e-73	3.61438e-73	1.02183e-72	4.98688e-72	5.21669e-72	3.09353e-72	1.41303e-72	6.50064e-73	3.02499e-73	1.26041e-73	4.45556e-74	1.33669e-74	3.45661e-75	7.83275e-76	1.57759e-76	2.85801e-77	4.70416e-78	7.09565e-79	9.88196e-80	1.27904e-80	1.54749e-81	1.75917e-82	1.88759e-83	1.91956e-84	1.85686e-85	1.71423e-86	1.51483e-87	1.28478e-88	1.04839e-89	8.24913e-91	6.27138e-92	4.61523e-93	3.29333e-94	2.28227e-95	1.53821e-96	1.00962e-97	6.46141e-99	4.03667e-100	2.46437e-101	1.47166e-102	8.6045e-104	4.92991e-105	2.77012e-106	1.52769e-107	8.27475e-109	4.40507e-110	2.30623e-111	1.18813e-112	6.02672e-114	3.01151e-115	1.48318e-116	7.20311e-118	3.45109e-119	1.63189e-120	
2.04528e-124	9.42869e-126	4.29498e-127	1.93391e-128	8.61036e-130	3.79192e-131	1.65227e-132	7.12558e-134	3.04225e-135	1.28625e-136	5.38667e-138	2.23508e-139	9.19061e-141	3.74606e-142	1.51384e-143	6.0667e-145	2.41147e-146	9.50934e-148	3.72086e-149	1.4449e-150	5.56945e-152	2.13127e-153	8.09822e-155	3.05586e-156	1.14534e-157	4.26442e-159	1.5775e-160	5.79861e-162	2.11827e-163	7.69126e-165	6.73771e-106	2.55931e-99	6.16478e-96	2.97555e-93	7.12652e-91	1.05522e-88	1.06347e-86	7.66471e-85	4.04794e-83	1.57603e-81	4.47055e-80	8.93945e-79	1.18774e-77	9.73707e-77	5.31153e-76	3.08643e-75	5.86627e-75	8.50949e-75	2.3931e-74	1.16535e-73	1.23737e-73	7.44593e-74	3.43569e-74	1.57965e-74	7.34203e-75	3.07303e-75	1.09551e-75	3.32034e-76	8.68138e-77	1.98985e-77	4.05502e-78	7.43454e-79	1.23864e-79	1.89143e-80	2.66699e-81	3.49517e-82	4.28186e-83	4.92866e-84	5.35467e-85	5.51327e-86	5.39935e-87	5.04607e-88	4.51368e-89	3.87468e-90	3.19981e-91	2.54776e-92	1.95982e-93	1.45914e-94	1.05328e-95	7.38297e-97	5.03251e-98	3.34028e-99	2.16152e-100	1.36526e-101	8.42575e-103	5.08595e-104	3.00544e-105	1.74017e-106	9.88044e-108	5.50543e-109	3.01265e-110	1.62009e-111	8.56719e-113	4.45766e-114	2.28344e-115	1.15218e-116	5.72949e-118	2.80923e-119	1.35873e-120	6.48541e-122	
8.05121e-126	3.74593e-127	1.722e-128	7.82412e-130	3.51491e-131	1.56175e-132	6.86531e-134	2.98669e-135	1.28625e-136	5.48505e-138	2.31672e-139	9.69416e-141	4.01972e-142	1.65208e-143	6.73148e-145	2.71975e-146	1.08987e-147	4.33243e-149	1.70878e-150	6.68827e-152	2.59833e-153	1.00208e-154	3.83713e-156	1.45907e-157	5.51039e-159	2.06721e-160	7.70456e-162	2.85319e-163	1.05001e-164	3.84053e-166	1.52722e-107	5.84955e-101	1.41418e-97	6.83074e-95	1.63681e-92	2.42488e-90	2.44529e-88	1.76358e-86	9.32115e-85	3.63217e-83	1.03123e-81	2.06409e-80	2.74569e-79	2.25485e-78	1.2331e-77	7.16823e-77	1.37223e-76	1.99784e-76	5.58908e-76	2.71558e-75	2.92587e-75	1.78627e-75	8.32659e-76	3.82804e-76	1.77725e-76	7.47052e-77	2.68503e-77	8.21985e-78	2.17259e-78	5.03621e-79	1.03824e-79	1.92609e-80	3.24761e-81	5.01956e-82	7.16466e-83	9.50538e-84	1.17889e-84	1.37375e-85	1.51091e-86	1.5748e-87	1.56113e-88	1.47673e-89	1.33687e-90	1.16136e-91	9.70477e-93	7.81816e-94	6.08416e-95	4.58221e-96	3.34553e-97	2.37164e-98	1.63475e-99	1.09711e-100	7.17763e-102	4.58291e-103	2.85887e-104	1.7441e-105	1.04154e-106	6.09369e-108	3.49577e-109	1.96785e-110	1.08778e-111	5.90851e-113	3.15561e-114	1.65813e-115	8.57681e-117	4.36959e-118	2.19373e-119	1.08583e-120	5.30122e-122	2.55395e-123	
