8.45489e-96	7.51423e-97	7.04729e-98	1.18768e-97	2.44536e-96	5.05121e-95	9.97321e-94	1.88039e-92	3.38279e-91	5.80144e-90	9.47594e-89	1.47266e-87	2.17538e-86	3.05113e-85	4.05917e-84	5.11742e-83	6.1087e-82	6.90055e-81	7.37496e-80	7.45893e-79	7.14428e-78	6.48809e-77	5.59407e-76	4.5833e-75	3.56712e-74	2.63095e-73	1.83012e-72	1.19249e-71	7.22328e-71	4.04124e-70	2.08223e-69	9.90566e-69	4.38368e-68	1.81635e-67	7.00481e-67	2.4478e-66	7.40725e-66	1.83764e-65	3.52759e-65	4.95113e-65	4.90187e-65	3.57933e-65	2.03942e-65	9.518e-66	3.78466e-66	1.3236e-66	4.17509e-67	1.21057e-67	3.26925e-68	8.29183e-69	1.98477e-69	4.49684e-70	9.66532e-71	1.97518e-71	3.84732e-72	7.16245e-73	1.27802e-73	2.19162e-74	3.62087e-75	5.77549e-76	8.909e-77	1.33078e-77	1.92686e-78	2.70639e-79	3.68962e-80	4.88472e-81	6.28299e-82	7.85529e-83	9.55079e-84	1.12986e-84	1.30126e-85	1.45986e-86	1.59637e-87	1.70258e-88	1.77221e-89	1.80151e-90	1.78959e-91	1.73836e-92	1.65223e-93	1.53748e-94	
2.41376e-95	1.7412e-96	1.23426e-97	1.27998e-98	1.50534e-97	5.1133e-96	1.66355e-94	5.14325e-93	1.50719e-91	4.17845e-90	1.0943e-88	2.70373e-87	6.29436e-86	1.37892e-84	2.8387e-83	5.48322e-82	9.921e-81	1.67828e-79	2.6488e-78	3.89125e-77	5.30692e-76	6.69934e-75	7.80259e-74	8.35396e-73	8.18995e-72	7.32118e-71	5.94195e-70	4.36096e-69	2.88546e-68	1.71957e-67	9.25599e-67	4.53645e-66	2.04946e-65	8.6196e-65	3.36008e-64	1.18199e-63	3.58562e-63	8.88489e-63	1.699e-62	2.37173e-62	2.33399e-62	1.69267e-62	9.56805e-63	4.42395e-63	1.74009e-63	6.00975e-64	1.86851e-64	5.32756e-65	1.41042e-65	3.49215e-66	8.11534e-67	1.77277e-67	3.64313e-68	7.04935e-69	1.28592e-69	2.2151e-70	3.61048e-71	5.58079e-72	8.19976e-73	1.1479e-73	1.53463e-74	1.96367e-75	2.41001e-76	2.84267e-77	3.22856e-78	3.53697e-79	3.74378e-80	3.83457e-81	3.80606e-82	3.66582e-83	3.43044e-84	3.12265e-85	2.76803e-86	2.3919e-87	2.01679e-88	1.66081e-89	1.3369e-90	1.05281e-91	8.11717e-93	6.13169e-94	
1.20774e-92	8.71306e-94	6.17965e-95	7.71474e-96	1.23171e-94	4.17752e-93	1.34421e-91	4.0918e-90	1.17762e-88	3.20214e-87	8.2202e-86	1.99039e-84	4.54114e-83	9.75119e-82	1.9681e-80	3.72816e-79	6.61725e-78	1.09847e-76	1.70182e-75	2.45492e-74	3.28867e-73	4.07928e-72	4.66994e-71	4.91627e-70	4.7408e-69	4.17003e-68	3.33156e-67	2.40795e-66	1.56972e-65	9.2211e-65	4.89498e-64	2.36693e-63	1.05521e-62	4.37914e-62	1.68409e-61	5.84419e-61	1.74959e-60	4.28217e-60	8.09997e-60	1.1211e-59	1.09748e-59	7.93485e-60	4.47784e-60	2.06923e-60	8.14297e-61	2.81679e-61	8.78111e-62	2.51267e-62	6.67983e-63	1.66116e-63	3.87677e-64	8.50165e-65	1.75312e-65	3.40219e-66	6.22161e-67	1.07398e-67	1.75366e-68	2.71483e-69	3.99416e-70	5.598e-71	7.49176e-72	9.59523e-73	1.17863e-73	1.39132e-74	1.58135e-75	1.7336e-76	1.83617e-77	1.88186e-78	1.86897e-79	1.80111e-80	1.68637e-81	1.53585e-82	1.3621e-83	1.17756e-84	9.93326e-86	8.18335e-87	6.58984e-88	5.19128e-89	4.0037e-90	3.02516e-91	
5.76595e-90	4.16164e-91	2.95632e-92	4.90864e-93	1.00272e-91	3.3251e-90	1.04558e-88	3.11183e-87	8.76018e-86	2.33102e-84	5.85825e-83	1.38924e-81	3.10548e-80	6.53594e-79	1.29343e-77	2.4032e-76	4.18528e-75	6.81918e-74	1.0373e-72	1.46965e-71	1.93432e-70	2.35812e-69	2.65407e-68	2.7479e-67	2.60695e-66	2.2568e-65	1.77516e-64	1.26371e-63	8.11748e-63	4.7008e-62	2.46104e-61	1.17404e-60	5.16455e-60	2.11471e-59	8.02284e-59	2.74667e-58	8.11571e-58	1.96227e-57	3.67215e-57	5.03996e-57	4.90821e-57	3.53795e-57	1.99333e-57	9.20674e-58	3.62526e-58	1.25622e-58	3.92734e-59	1.12805e-59	3.01197e-60	7.52432e-61	1.76368e-61	3.88306e-62	8.03503e-63	1.56395e-63	2.86719e-64	4.9599e-65	8.11341e-66	1.25798e-66	1.85327e-67	2.60053e-68	3.48395e-69	4.46643e-70	5.49117e-71	6.48738e-72	7.37908e-73	8.09537e-74	8.58019e-75	8.79948e-76	8.7447e-77	8.43236e-78	7.89982e-79	7.19883e-80	6.38798e-81	5.5255e-82	4.66347e-83	3.8439e-84	3.09695e-85	2.44089e-86	1.8834e-87	1.42376e-88	
2.62023e-87	1.89208e-88	1.34741e-89	3.1811e-90	7.7006e-89	2.49686e-87	7.67631e-86	2.23466e-84	6.15598e-83	1.60362e-81	3.94699e-80	9.17039e-79	2.00914e-77	4.14591e-76	8.04708e-75	1.46695e-73	2.5074e-72	4.01098e-71	5.99209e-70	8.34043e-69	1.07879e-67	1.29285e-66	1.43089e-65	1.45731e-64	1.36045e-63	1.1593e-62	8.9794e-62	6.29694e-61	3.9861e-60	2.27572e-59	1.17504e-58	5.52997e-58	2.40013e-57	9.69574e-57	3.62862e-56	1.22562e-55	3.5746e-55	8.53929e-55	1.58121e-54	2.15224e-54	2.08526e-54	1.49863e-54	8.43032e-55	3.89214e-55	1.53367e-55	5.32457e-56	1.66974e-56	4.8152e-57	1.29158e-57	3.24176e-58	7.63275e-59	1.6873e-59	3.50374e-60	6.8402e-61	1.25719e-61	2.17945e-62	3.57164e-63	5.54645e-64	8.18227e-65	1.14953e-65	1.5417e-66	1.97841e-67	2.43452e-68	2.87861e-69	3.27686e-70	3.59764e-71	3.81581e-72	3.91601e-73	3.89419e-74	3.75748e-75	3.52234e-76	3.2117e-77	2.85161e-78	2.46799e-79	2.08411e-80	1.71877e-81	1.38551e-82	1.09256e-83	8.43451e-85	6.37919e-86	
1.13214e-84	8.17934e-86	5.84782e-87	2.06908e-87	5.57356e-86	1.76744e-84	5.31493e-83	1.51404e-81	4.08306e-80	1.04165e-78	2.51182e-77	5.71967e-76	1.2286e-74	2.48647e-73	4.73493e-72	8.47119e-71	1.4215e-69	2.23307e-68	3.27715e-67	4.48236e-66	5.69886e-65	6.71533e-64	7.3102e-63	7.3251e-62	6.73015e-61	5.64623e-60	4.30709e-59	2.97573e-58	1.85652e-57	1.04499e-56	5.32145e-56	2.4705e-55	1.05782e-54	4.21541e-54	1.55618e-53	5.18581e-53	1.49308e-52	3.52448e-52	6.45843e-52	8.71911e-52	8.40505e-52	6.02283e-52	3.38296e-52	1.56134e-52	6.15756e-53	2.14224e-53	6.73997e-54	1.95194e-54	5.2608e-55	1.32687e-55	3.13858e-56	6.96686e-57	1.45187e-57	2.84303e-58	5.23873e-59	9.10139e-60	1.49426e-60	2.32415e-61	3.4334e-62	4.82952e-63	6.48433e-64	8.32949e-65	1.02594e-65	1.21414e-66	1.38324e-67	1.51983e-68	1.6132e-69	1.65674e-70	1.64864e-71	1.59182e-72	1.49316e-73	1.36233e-74	1.21032e-75	1.04812e-76	8.85605e-78	7.30773e-79	5.89404e-80	4.65033e-81	3.59192e-82	2.71804e-83	
4.64548e-82	3.35798e-83	2.41626e-84	1.32685e-84	3.7982e-83	1.17832e-81	3.46731e-80	9.6691e-79	2.55364e-77	6.38243e-76	1.50834e-74	3.36731e-73	7.09367e-72	1.40844e-70	2.6321e-69	4.62278e-68	7.61746e-67	1.17545e-65	1.69498e-64	2.27861e-63	2.84824e-62	3.30074e-61	3.53475e-60	3.48546e-59	3.15228e-58	2.60405e-57	1.95662e-56	1.33197e-55	8.1907e-55	4.54565e-54	2.28291e-53	1.04543e-52	4.41548e-52	1.73554e-51	6.31951e-51	2.07773e-50	5.90582e-50	1.37772e-49	2.4987e-49	3.3462e-49	3.20956e-49	2.29326e-49	1.28624e-49	5.93499e-50	2.34294e-50	8.16988e-51	2.57952e-51	7.50413e-52	2.03266e-52	5.15281e-53	1.22464e-53	2.72989e-54	5.7097e-55	1.1215e-55	2.07189e-56	3.60744e-57	5.93373e-58	9.24408e-59	1.36753e-59	1.92603e-60	2.58891e-61	3.32906e-62	4.10433e-63	4.86162e-64	5.54348e-65	6.09581e-66	6.47529e-67	6.655e-68	6.62723e-69	6.40326e-70	6.01047e-71	5.48743e-72	4.87825e-73	4.22713e-74	3.57386e-75	2.95078e-76	2.38133e-77	1.8799e-78	1.45284e-79	1.09997e-80	
1.80783e-79	1.30752e-80	9.50774e-82	8.25483e-82	2.43444e-80	7.39102e-79	2.12902e-77	5.81419e-76	1.50433e-74	3.68473e-73	8.53705e-72	1.86908e-70	3.8627e-69	7.52617e-68	1.38065e-66	2.38104e-65	3.85373e-64	5.84265e-63	8.28003e-62	1.09427e-60	1.34506e-59	1.53325e-58	1.61556e-57	1.56789e-56	1.39605e-55	1.13573e-54	8.40658e-54	5.63931e-53	3.41825e-52	1.87046e-51	9.2641e-51	4.18423e-50	1.743e-49	6.75645e-49	2.42635e-48	7.87051e-48	2.20877e-47	5.0927e-47	9.14262e-47	1.21464e-46	1.15929e-46	8.25982e-47	4.62639e-47	2.13443e-47	8.43578e-48	2.94897e-48	9.34639e-49	2.73199e-49	7.43932e-50	1.89583e-50	4.52778e-51	1.01367e-51	2.12799e-52	4.19285e-53	7.7663e-54	1.35521e-54	2.23336e-55	3.48503e-56	5.16306e-57	7.28104e-58	9.7984e-59	1.26133e-59	1.55662e-60	1.84556e-61	2.10627e-62	2.31809e-63	2.4644e-64	2.53477e-65	2.5261e-66	2.44251e-67	2.29431e-68	2.0961e-69	1.86466e-70	1.61683e-71	1.36783e-72	1.13006e-73	9.12534e-75	7.20814e-76	5.57388e-77	4.22249e-78	
6.66281e-77	4.82183e-78	3.56679e-79	4.92059e-79	1.46582e-77	4.35669e-76	1.22897e-74	3.28792e-73	8.33682e-72	2.00189e-70	4.54846e-69	9.76886e-68	1.98109e-66	3.78892e-65	6.8247e-64	1.15597e-62	1.8381e-61	2.73858e-60	3.81502e-59	4.95746e-58	5.99333e-57	6.72125e-56	6.96936e-55	6.65798e-54	5.83723e-53	4.67724e-52	3.41087e-51	2.2549e-50	1.34734e-49	7.26933e-49	3.55049e-48	1.58145e-47	6.49627e-47	2.48299e-46	8.79321e-46	2.81403e-45	7.79744e-45	1.77709e-44	3.15829e-44	4.16304e-44	3.95399e-44	2.80936e-44	1.57149e-44	7.25015e-45	2.86924e-45	1.0058e-45	3.20083e-46	9.40383e-47	2.57492e-47	6.59792e-48	1.58373e-48	3.56131e-49	7.50443e-50	1.48331e-50	2.75482e-51	4.81797e-52	7.95522e-53	1.24345e-53	1.84489e-54	2.60516e-55	3.51011e-56	4.52353e-57	5.58835e-58	6.63216e-59	7.57609e-60	8.3454e-61	8.87968e-62	9.14075e-63	9.1167e-64	8.82183e-65	8.29274e-66	7.58181e-67	6.74943e-68	5.85642e-69	4.95784e-70	4.09871e-71	3.31185e-72	2.61768e-73	2.02543e-74	1.53527e-75	
2.32189e-74	1.68144e-75	1.27866e-76	2.78523e-76	8.28043e-75	2.41017e-73	6.66028e-72	1.74618e-70	4.34045e-69	1.02208e-67	2.278e-66	4.80079e-65	9.55613e-64	1.79443e-62	3.17434e-61	5.28196e-60	8.25303e-59	1.2086e-57	1.65534e-56	2.11541e-55	2.51575e-54	2.77606e-53	2.83315e-52	2.66462e-51	2.30056e-50	1.81582e-49	1.30473e-48	8.50097e-48	5.00733e-47	2.66372e-46	1.28289e-45	5.63446e-45	2.28193e-44	8.5984e-44	3.00238e-43	9.47885e-43	2.59341e-42	5.84282e-42	1.02809e-41	1.34467e-41	1.271e-41	9.00611e-42	5.03168e-42	2.32165e-42	9.20202e-43	3.23553e-43	1.03423e-43	3.05497e-44	8.4139e-45	2.16828e-45	5.23175e-46	1.18179e-46	2.49986e-47	4.95713e-48	9.23136e-49	1.6182e-49	2.67717e-50	4.19177e-51	6.22876e-52	8.80766e-53	1.18821e-53	1.53304e-54	1.89596e-55	2.25241e-56	2.5755e-57	2.83967e-58	3.02419e-59	3.11579e-60	3.1102e-61	3.01205e-62	2.83364e-63	2.5927e-64	2.30978e-65	2.00563e-66	1.69911e-67	1.40565e-68	1.13656e-69	8.98927e-71	6.95991e-72	5.27892e-73	
